"cell_id","scenario_id","scenario_order","scenario_label","short_label","purpose","in_main_text","n","h","is_null","reps","alpha","atom","seed","effect_text","pi0","pi1","expected_combined_delta","empirical_combined_delta","empirical_combined_delta_sd","method","reject_rate","mcse","fail_rate","median_runtime_sec","successful_reps","method_label"
184,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,200,2,FALSE,10000,0.05,0,20260599,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.254859144164306,0.190349110951038,"t_test",0.2618,0.00439614330976596,0,0.000999999999976353,10000,"T-test"
184,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,200,2,FALSE,10000,0.05,0,20260599,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.254859144164306,0.190349110951038,"lrt",0.5258,0.00499333916332548,0,0.00599999999997181,10000,"Parametric LRT"
184,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,200,2,FALSE,10000,0.05,0,20260599,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.254859144164306,0.190349110951038,"splrt",0.5533,0.00497150993160026,0,0.219000000000051,10000,"Semi-parametric LRT"
185,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,250,2,FALSE,10000,0.05,0,20260600,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.260883838293435,0.169953152292825,"wilcoxon",0.1348,0.0034150982416323,0,0.00199999999995271,10000,"Wilcoxon"
185,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,250,2,FALSE,10000,0.05,0,20260600,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.260883838293435,0.169953152292825,"t_test",0.3301,0.0047024885964774,0,0.000999999999976353,10000,"T-test"
185,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,250,2,FALSE,10000,0.05,0,20260600,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.260883838293435,0.169953152292825,"lrt",0.6364,0.00481035383313951,0,0.00600000000008549,10000,"Parametric LRT"
185,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,250,2,FALSE,10000,0.05,0,20260600,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.260883838293435,0.169953152292825,"splrt",0.6609,0.00473403833951522,0,0.230000000000018,10000,"Semi-parametric LRT"
186,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,300,2,FALSE,10000,0.05,0,20260601,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.258387710581906,0.156148153937555,"wilcoxon",0.1473,0.00354404726266454,0,0.00200000000000955,10000,"Wilcoxon"
186,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,300,2,FALSE,10000,0.05,0,20260601,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.258387710581906,0.156148153937555,"t_test",0.3839,0.00486334031299476,0,0.000999999999976353,10000,"T-test"
186,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,300,2,FALSE,10000,0.05,0,20260601,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.258387710581906,0.156148153937555,"lrt",0.7247,0.0044666532213728,0,0.00600000000008549,10000,"Parametric LRT"
186,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,300,2,FALSE,10000,0.05,0,20260601,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.258387710581906,0.156148153937555,"splrt",0.7439,0.00436477708480055,0,0.236999999999995,10000,"Semi-parametric LRT"
187,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,350,2,FALSE,10000,0.05,0,20260602,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.255803852746434,0.145048967932458,"wilcoxon",0.1648,0.0037099994609164,0,0.00299999999992906,10000,"Wilcoxon"
187,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,350,2,FALSE,10000,0.05,0,20260602,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.255803852746434,0.145048967932458,"t_test",0.4283,0.00494832405971961,0,0.000999999999976353,10000,"T-test"
187,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,350,2,FALSE,10000,0.05,0,20260602,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.255803852746434,0.145048967932458,"lrt",0.7905,0.00406951778470128,0,0.00700000000006185,10000,"Parametric LRT"
187,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,350,2,FALSE,10000,0.05,0,20260602,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.255803852746434,0.145048967932458,"splrt",0.8067,0.00394886198796565,0,0.25,10000,"Semi-parametric LRT"
188,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,400,2,FALSE,10000,0.05,0,20260603,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.260893824502488,0.134694322946358,"wilcoxon",0.1886,0.00391190541807953,0,0.00299999999992906,10000,"Wilcoxon"
188,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,400,2,FALSE,10000,0.05,0,20260603,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.260893824502488,0.134694322946358,"t_test",0.4948,0.00499972959268799,0,0.000999999999976353,10000,"T-test"
188,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,400,2,FALSE,10000,0.05,0,20260603,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.260893824502488,0.134694322946358,"lrt",0.8501,0.00356973374357248,0,0.00700000000006185,10000,"Parametric LRT"
188,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,400,2,FALSE,10000,0.05,0,20260603,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.260893824502488,0.134694322946358,"splrt",0.8615,0.00345424014799203,0,0.252999999999929,10000,"Semi-parametric LRT"
189,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,450,2,FALSE,10000,0.05,0,20260604,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.260753824530519,0.126248035718225,"wilcoxon",0.1995,0.00399624511260258,0,0.00300000000001432,10000,"Wilcoxon"
189,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,450,2,FALSE,10000,0.05,0,20260604,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.260753824530519,0.126248035718225,"t_test",0.5408,0.00498332579709575,0,0.00100000000000477,10000,"T-test"
189,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,450,2,FALSE,10000,0.05,0,20260604,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.260753824530519,0.126248035718225,"lrt",0.8959,0.00305390225776792,0,0.00799999999992451,10000,"Parametric LRT"
189,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,450,2,FALSE,10000,0.05,0,20260604,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.260753824530519,0.126248035718225,"splrt",0.905,0.00293214938227915,0,0.267000000000053,10000,"Semi-parametric LRT"
190,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,500,2,FALSE,10000,0.05,0,20260605,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.260381467546709,0.119692161483685,"wilcoxon",0.2198,0.0041411104790865,0,0.00300000000015643,10000,"Wilcoxon"
190,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,500,2,FALSE,10000,0.05,0,20260605,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.260381467546709,0.119692161483685,"t_test",0.5884,0.00492123399159195,0,0.00100000000009004,10000,"T-test"
190,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,500,2,FALSE,10000,0.05,0,20260605,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.260381467546709,0.119692161483685,"lrt",0.9232,0.00266273844002748,0,0.00800000000000001,10000,"Parametric LRT"
190,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,500,2,FALSE,10000,0.05,0,20260605,"$k_1 = 4.0$, $E[Y \\mid A = 1, R = 1] = 3.4$",0.65,0.65,0.26,0.260381467546709,0.119692161483685,"splrt",0.9303,0.00254640746935757,0,0.270000000000437,10000,"Semi-parametric LRT"
191,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,50,3,FALSE,10000,0.05,0,20260606,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.391678244744242,0.423849835548772,"wilcoxon",0.0603,0.00238041824056194,0,0.000999999999976353,10000,"Wilcoxon"
191,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,50,3,FALSE,10000,0.05,0,20260606,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.391678244744242,0.423849835548772,"t_test",0.1297,0.00335973079278683,0,0.000999999999976353,10000,"T-test"
191,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,50,3,FALSE,10000,0.05,0,20260606,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.391678244744242,0.423849835548772,"lrt",0.1907,0.00392853038679861,0,0.00499999999999545,10000,"Parametric LRT"
191,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,50,3,FALSE,10000,0.05,0,20260606,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.391678244744242,0.423849835548772,"splrt",0.2498,0.00432897170237921,0,0.176999999999907,10000,"Semi-parametric LRT"
192,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,100,3,FALSE,10000,0.05,0,20260607,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.389924205799064,0.301321409018621,"wilcoxon",0.0761,0.00265158047209584,0,0.00100000000000122,10000,"Wilcoxon"
192,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,100,3,FALSE,10000,0.05,0,20260607,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.389924205799064,0.301321409018621,"t_test",0.238,0.00425859131638621,0,0.000999999999976353,10000,"T-test"
192,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,100,3,FALSE,10000,0.05,0,20260607,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.389924205799064,0.301321409018621,"lrt",0.3788,0.00485088198166065,0,0.00500000000010914,10000,"Parametric LRT"
192,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,100,3,FALSE,10000,0.05,0,20260607,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.389924205799064,0.301321409018621,"splrt",0.4438,0.00496831520739174,0,0.194999999999936,10000,"Semi-parametric LRT"
193,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,150,3,FALSE,10000,0.05,0,20260608,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.385904696721684,0.245260936796875,"wilcoxon",0.09,0.00286181760425084,0,0.00199999999995271,10000,"Wilcoxon"
193,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,150,3,FALSE,10000,0.05,0,20260608,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.385904696721684,0.245260936796875,"t_test",0.3378,0.00472959998308525,0,0.000999999999976353,10000,"T-test"
193,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,150,3,FALSE,10000,0.05,0,20260608,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.385904696721684,0.245260936796875,"lrt",0.5567,0.00496774707488213,0,0.00599999999985812,10000,"Parametric LRT"
193,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,150,3,FALSE,10000,0.05,0,20260608,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.385904696721684,0.245260936796875,"splrt",0.6108,0.00487568825910763,0,0.207999999999856,10000,"Semi-parametric LRT"
194,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,200,3,FALSE,10000,0.05,0,20260609,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.389109868430863,0.212525147995222,"wilcoxon",0.1001,0.003001332870576,0,0.00199999999995271,10000,"Wilcoxon"
194,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,200,3,FALSE,10000,0.05,0,20260609,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.389109868430863,0.212525147995222,"t_test",0.4434,0.00496786110916962,0,0.000999999999976353,10000,"T-test"
194,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,200,3,FALSE,10000,0.05,0,20260609,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.389109868430863,0.212525147995222,"lrt",0.7014,0.00457644010121404,0,0.00600000000000023,10000,"Parametric LRT"
194,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,200,3,FALSE,10000,0.05,0,20260609,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.389109868430863,0.212525147995222,"splrt",0.7417,0.00437699794379664,0,0.223999999999933,10000,"Semi-parametric LRT"
195,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,250,3,FALSE,10000,0.05,0,20260610,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.390179007653684,0.190523912252918,"wilcoxon",0.1179,0.00322489674253301,0,0.00199999999995271,10000,"Wilcoxon"
195,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,250,3,FALSE,10000,0.05,0,20260610,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.390179007653684,0.190523912252918,"t_test",0.5343,0.00498822122604842,0,0.000999999999976353,10000,"T-test"
195,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,250,3,FALSE,10000,0.05,0,20260610,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.390179007653684,0.190523912252918,"lrt",0.8137,0.00389348571334222,0,0.00600000000002865,10000,"Parametric LRT"
195,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,250,3,FALSE,10000,0.05,0,20260610,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.390179007653684,0.190523912252918,"splrt",0.8428,0.00363989230609918,0,0.229000000000042,10000,"Semi-parametric LRT"
196,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,300,3,FALSE,10000,0.05,0,20260611,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.390247030215944,0.172936036071065,"wilcoxon",0.1267,0.00332636603518013,0,0.00200000000000955,10000,"Wilcoxon"
196,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,300,3,FALSE,10000,0.05,0,20260611,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.390247030215944,0.172936036071065,"t_test",0.6152,0.00486548003798186,0,0.000999999999976353,10000,"T-test"
196,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,300,3,FALSE,10000,0.05,0,20260611,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.390247030215944,0.172936036071065,"lrt",0.8798,0.00325195264418165,0,0.00600000000031287,10000,"Parametric LRT"
196,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,300,3,FALSE,10000,0.05,0,20260611,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.390247030215944,0.172936036071065,"splrt",0.9004,0.00299465924605789,0,0.238000000000056,10000,"Semi-parametric LRT"
197,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,350,3,FALSE,10000,0.05,0,20260612,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.389747430936539,0.159857401192465,"wilcoxon",0.1383,0.0034521458543926,0,0.00299999999992906,10000,"Wilcoxon"
197,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,350,3,FALSE,10000,0.05,0,20260612,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.389747430936539,0.159857401192465,"t_test",0.682,0.00465699473909945,0,0.000999999999976353,10000,"T-test"
197,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,350,3,FALSE,10000,0.05,0,20260612,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.389747430936539,0.159857401192465,"lrt",0.9298,0.00255483776392944,0,0.007000000000005,10000,"Parametric LRT"
197,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,350,3,FALSE,10000,0.05,0,20260612,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.389747430936539,0.159857401192465,"splrt",0.9426,0.00232605330979322,0,0.247000000000071,10000,"Semi-parametric LRT"
198,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,400,3,FALSE,10000,0.05,0,20260613,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.38859947767359,0.151112217524487,"wilcoxon",0.1538,0.00360756926475432,0,0.00299999999992906,10000,"Wilcoxon"
198,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,400,3,FALSE,10000,0.05,0,20260613,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.38859947767359,0.151112217524487,"t_test",0.7369,0.00440316238628557,0,0.000999999999976353,10000,"T-test"
198,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,400,3,FALSE,10000,0.05,0,20260613,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.38859947767359,0.151112217524487,"lrt",0.9573,0.00202179895142915,0,0.00700000000006185,10000,"Parametric LRT"
198,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,400,3,FALSE,10000,0.05,0,20260613,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.38859947767359,0.151112217524487,"splrt",0.9653,0.00183018878807625,0,0.253000000000043,10000,"Semi-parametric LRT"
199,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,450,3,FALSE,10000,0.05,0,20260614,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.391376039015682,0.140397315055221,"wilcoxon",0.1638,0.00370093988062492,0,0.00300000000000011,10000,"Wilcoxon"
199,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,450,3,FALSE,10000,0.05,0,20260614,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.391376039015682,0.140397315055221,"t_test",0.7998,0.00400149921904278,0,0.00100000000000477,10000,"T-test"
199,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,450,3,FALSE,10000,0.05,0,20260614,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.391376039015682,0.140397315055221,"lrt",0.9757,0.00153978927129656,0,0.00700000000006185,10000,"Parametric LRT"
199,"S5",5,"S5: Gamma shape-change with mean shift","S5 Gamma shape change","Non-normal survivor case with concurrent mean, variance, and skewness changes designed to separate semi-parametric and parametric performance.",TRUE,450,3,FALSE,10000,0.05,0,20260614,"$k_1 = 2.5$, $E[Y \\mid A = 1, R = 1] = 3.6$",0.65,0.65,0.39,0.391376039015682,0.140397315055221,"splrt",0.9798,0.00140683900997946,0,0.261999999999944,10000,"Semi-parametric LRT"
